price,location,area,property_age,bedrooms,bathrooms,furnishing,parking,air_conditioning,main_road
9260295,Nagpur,1489,2,1,1,Fully Furnished,1,No,No
8133626,Pune,502,0,1,3,Semi-Furnished,0,Yes,Yes
17497201,Nashik,2910,13,1,2,Semi-Furnished,1,No,Yes
6041287,Aurangabad,1166,23,2,3,Unfurnished,2,No,No
15357307,Thane,895,26,4,1,Fully Furnished,0,No,No
18370268,Nashik,2735,17,4,2,Fully Furnished,0,No,No
6388897,Nashik,719,21,4,2,Semi-Furnished,2,Yes,Yes
7987073,Aurangabad,1325,10,1,3,Semi-Furnished,2,Yes,No
28829137,Thane,1389,11,3,3,Fully Furnished,2,Yes,Yes
4635260,Aurangabad,814,14,3,1,Fully Furnished,0,No,No
3759174,Aurangabad,483,22,3,2,Semi-Furnished,2,Yes,Yes
12566769,Nashik,2025,27,3,3,Unfurnished,1,Yes,Yes
19258791,Thane,961,9,2,2,Semi-Furnished,2,No,Yes
9350094,Aurangabad,1304,11,3,3,Fully Furnished,2,Yes,Yes
10442983,Aurangabad,1634,20,4,2,Fully Furnished,1,Yes,Yes
27187026,Thane,1574,3,1,1,Unfurnished,1,No,Yes
33036836,Thane,1842,17,1,1,Fully Furnished,0,Yes,No
3080162,Nashik,642,30,1,1,Unfurnished,1,Yes,No
14817194,Nashik,2257,22,2,3,Unfurnished,0,Yes,Yes
12707788,Nagpur,2272,29,4,3,Unfurnished,1,No,Yes
8445840,Pune,628,33,4,2,Fully Furnished,2,No,No
25052716,Thane,1374,23,3,2,Semi-Furnished,0,No,No
12718129,Aurangabad,2342,10,1,2,Unfurnished,1,No,Yes
6149405,Nagpur,1145,27,3,1,Unfurnished,2,Yes,No
16794647,Nashik,2727,7,4,2,Unfurnished,2,No,Yes
79749160,Mumbai,2547,33,1,1,Semi-Furnished,1,No,No
21170808,Pune,1705,33,1,1,Semi-Furnished,2,Yes,Yes
11624705,Aurangabad,2358,27,2,3,Unfurnished,2,No,Yes
11990702,Nagpur,1913,6,2,1,Semi-Furnished,1,No,Yes
13221030,Pune,1067,30,1,3,Semi-Furnished,2,No,No
48907846,Mumbai,1663,2,4,3,Fully Furnished,2,Yes,Yes
7169802,Nagpur,1318,33,1,3,Fully Furnished,1,Yes,No
8216782,Aurangabad,1538,24,2,1,Unfurnished,1,Yes,No
31947772,Pune,2566,9,3,3,Fully Furnished,2,No,No
4014057,Aurangabad,683,13,1,3,Fully Furnished,0,No,No
7067112,Nashik,1151,29,2,3,Fully Furnished,1,No,No
45190157,Thane,2359,29,4,1,Semi-Furnished,1,No,No
6313202,Nagpur,1112,28,3,2,Unfurnished,0,No,Yes
11428626,Solapur,2288,18,3,2,Fully Furnished,2,No,No
13366160,Aurangabad,2704,31,3,1,Semi-Furnished,0,Yes,No
13866656,Aurangabad,2745,22,2,1,Semi-Furnished,2,Yes,Yes
11946678,Aurangabad,2177,19,3,3,Unfurnished,1,Yes,Yes
3823031,Nagpur,551,21,2,2,Fully Furnished,2,No,No
9031208,Solapur,2111,34,4,3,Unfurnished,0,Yes,No
3837652,Solapur,820,31,3,2,Fully Furnished,2,Yes,No
42220834,Thane,2318,15,1,1,Unfurnished,0,Yes,No
19441842,Pune,1628,20,1,2,Semi-Furnished,0,Yes,No
3705769,Nagpur,514,0,1,1,Unfurnished,0,Yes,Yes
7112518,Aurangabad,1368,2,1,1,Unfurnished,2,Yes,No
5010150,Solapur,1320,24,1,1,Unfurnished,2,No,Yes
14128709,Aurangabad,2500,0,2,2,Semi-Furnished,1,Yes,Yes
8332292,Kolhapur,1197,12,4,3,Semi-Furnished,2,No,Yes
28692483,Thane,1503,28,3,2,Fully Furnished,2,No,Yes
27464801,Pune,2160,11,2,1,Fully Furnished,2,No,Yes
7386431,Kolhapur,1273,8,2,2,Semi-Furnished,0,Yes,Yes
2741242,Solapur,753,24,1,1,Semi-Furnished,0,No,No
31627138,Mumbai,1025,14,4,3,Fully Furnished,2,No,No
14144201,Pune,1143,19,3,1,Fully Furnished,1,Yes,Yes
5653654,Aurangabad,1064,20,1,3,Unfurnished,0,Yes,No
7801755,Kolhapur,1454,4,1,2,Semi-Furnished,0,Yes,No
5035509,Nashik,498,6,3,3,Unfurnished,1,Yes,Yes
57608489,Mumbai,1903,21,3,2,Semi-Furnished,1,Yes,No
9914309,Kolhapur,1712,11,2,1,Semi-Furnished,1,Yes,Yes
50917010,Mumbai,1805,28,3,3,Fully Furnished,1,Yes,Yes
6429569,Pune,565,28,2,1,Unfurnished,0,Yes,No
37254880,Thane,2025,16,3,3,Fully Furnished,2,No,No
10094484,Pune,795,17,4,1,Fully Furnished,2,No,No
6735469,Pune,623,34,2,2,Semi-Furnished,1,No,No
8043314,Aurangabad,1741,15,1,2,Semi-Furnished,0,No,No
13837948,Kolhapur,2543,21,2,2,Fully Furnished,2,No,No
69049549,Mumbai,2442,22,4,1,Unfurnished,0,Yes,No
46975519,Thane,2668,21,4,2,Semi-Furnished,2,Yes,Yes
10325314,Nagpur,1716,10,2,2,Unfurnished,1,No,No
7476859,Kolhapur,1527,33,1,3,Fully Furnished,1,Yes,No
10627513,Kolhapur,2066,19,3,2,Fully Furnished,1,No,No
28812655,Thane,1467,16,4,2,Semi-Furnished,2,No,No
15938620,Nashik,2492,22,4,3,Fully Furnished,1,Yes,No
19554523,Mumbai,666,33,2,2,Fully Furnished,0,Yes,Yes
54647405,Thane,2651,2,1,3,Fully Furnished,1,No,No
13963152,Solapur,2628,5,3,3,Unfurnished,1,Yes,Yes
9664277,Kolhapur,1935,11,1,1,Semi-Furnished,0,Yes,No
8695531,Nagpur,1238,0,2,3,Fully Furnished,0,Yes,No
17373301,Mumbai,633,29,1,1,Semi-Furnished,2,Yes,No
75877108,Mumbai,2672,23,3,2,Unfurnished,2,No,Yes
11952162,Kolhapur,2163,12,4,1,Semi-Furnished,2,No,Yes
17651864,Thane,994,23,2,1,Unfurnished,0,No,No
8084280,Aurangabad,1551,30,2,1,Semi-Furnished,1,Yes,Yes
11054595,Nagpur,1782,10,3,1,Semi-Furnished,1,Yes,Yes
5822596,Solapur,1105,12,1,3,Fully Furnished,0,Yes,Yes
12323611,Aurangabad,2059,7,3,3,Fully Furnished,0,Yes,Yes
5085087,Solapur,972,18,2,3,Semi-Furnished,1,Yes,No
4817336,Solapur,758,3,2,3,Unfurnished,1,No,Yes
59659248,Mumbai,1996,6,4,2,Fully Furnished,0,Yes,Yes
11705547,Nashik,1576,0,1,3,Fully Furnished,2,No,No
14835272,Mumbai,538,12,1,1,Semi-Furnished,0,No,Yes
3091282,Solapur,739,17,1,3,Semi-Furnished,0,No,No
8476478,Solapur,1862,25,2,1,Fully Furnished,0,Yes,No
5390740,Solapur,997,1,1,1,Semi-Furnished,2,No,Yes
8255613,Aurangabad,1429,12,4,1,Unfurnished,1,No,No
48222535,Mumbai,1908,25,3,1,Unfurnished,2,No,No
9193595,Aurangabad,1479,20,4,1,Semi-Furnished,1,Yes,No
27911442,Thane,1567,27,2,1,Semi-Furnished,2,No,Yes
11074640,Nagpur,2085,26,2,1,Semi-Furnished,0,No,No
38096782,Thane,2324,26,2,1,Fully Furnished,0,No,Yes
32596076,Mumbai,1150,29,3,3,Semi-Furnished,2,Yes,Yes
12710551,Nashik,1983,11,3,2,Semi-Furnished,0,No,No
2518098,Kolhapur,456,33,3,3,Fully Furnished,1,No,No
10757843,Nashik,1753,23,3,2,Semi-Furnished,2,No,No
4995161,Nashik,720,21,2,2,Fully Furnished,0,No,Yes
33251640,Pune,2498,5,4,2,Semi-Furnished,1,No,Yes
6059237,Aurangabad,701,11,4,2,Fully Furnished,1,Yes,Yes
78249269,Mumbai,2715,6,2,2,Unfurnished,2,No,Yes
7648353,Kolhapur,1564,23,2,1,Semi-Furnished,0,No,No
14286976,Kolhapur,2575,9,3,3,Semi-Furnished,1,No,No
14272625,Solapur,2862,10,2,3,Fully Furnished,2,Yes,No
13162745,Nagpur,2044,6,4,2,Semi-Furnished,2,Yes,No
30257796,Mumbai,999,25,2,2,Fully Furnished,2,Yes,Yes
14849016,Nashik,2357,4,2,2,Fully Furnished,2,Yes,Yes
85533012,Mumbai,2914,19,2,1,Fully Furnished,0,Yes,No
6575166,Nagpur,870,11,1,3,Semi-Furnished,1,Yes,Yes
8770343,Aurangabad,1264,4,4,2,Fully Furnished,2,No,Yes
4027912,Nagpur,423,12,4,3,Semi-Furnished,0,Yes,No
8912331,Kolhapur,1759,0,2,2,Semi-Furnished,0,No,No
6618091,Nagpur,1346,28,3,3,Unfurnished,0,Yes,No
15713907,Nagpur,2489,2,4,1,Unfurnished,1,No,No
12946525,Aurangabad,2425,29,2,3,Semi-Furnished,1,No,Yes
14888904,Mumbai,455,1,1,2,Semi-Furnished,0,No,Yes
32337228,Mumbai,1069,6,4,3,Fully Furnished,2,Yes,Yes
11154805,Nashik,2064,18,1,1,Fully Furnished,0,No,No
6701857,Kolhapur,1304,17,1,2,Semi-Furnished,1,No,Yes
31239474,Mumbai,1037,15,3,3,Unfurnished,0,No,No
6450166,Solapur,1183,18,1,3,Fully Furnished,1,No,Yes
19865238,Thane,1129,7,2,2,Fully Furnished,0,No,No
19599356,Mumbai,780,29,1,2,Unfurnished,2,No,No
13418782,Solapur,2952,3,2,1,Semi-Furnished,0,Yes,No
12347372,Aurangabad,2396,23,2,1,Fully Furnished,1,No,No
8246464,Solapur,1624,9,4,3,Unfurnished,0,No,Yes
26434475,Mumbai,996,14,1,3,Unfurnished,2,No,Yes
14111811,Kolhapur,2767,6,1,3,Unfurnished,2,No,Yes
4152136,Solapur,635,5,1,3,Fully Furnished,2,No,No
13469905,Nagpur,2240,5,1,3,Unfurnished,0,No,No
3629875,Nagpur,568,13,2,1,Semi-Furnished,0,Yes,No
7575319,Solapur,1451,15,4,2,Unfurnished,1,Yes,No
6974830,Kolhapur,1115,28,4,3,Fully Furnished,2,Yes,Yes
12274912,Nagpur,2206,19,4,1,Fully Furnished,1,Yes,Yes
27309748,Pune,2552,32,2,2,Unfurnished,1,No,No
12882970,Nagpur,2275,0,1,1,Fully Furnished,0,No,No
6968308,Nashik,991,27,3,1,Semi-Furnished,2,Yes,No
26172326,Thane,1391,30,3,1,Unfurnished,0,No,Yes
51048914,Mumbai,1918,7,1,2,Semi-Furnished,0,Yes,No
15554638,Nashik,2336,1,3,1,Unfurnished,0,Yes,No
33828284,Pune,2803,24,2,2,Fully Furnished,2,No,No
6299246,Aurangabad,1201,29,3,2,Unfurnished,1,No,No
29289167,Pune,2177,1,2,2,Semi-Furnished,1,Yes,Yes
70718735,Mumbai,2500,4,4,2,Fully Furnished,1,Yes,No
17115686,Nashik,2594,10,3,2,Unfurnished,0,Yes,No
7140360,Nagpur,1249,9,1,2,Semi-Furnished,1,Yes,No
6147152,Solapur,1577,30,2,1,Unfurnished,1,Yes,No
10974739,Aurangabad,2046,16,4,3,Unfurnished,2,Yes,Yes
18071624,Aurangabad,2956,5,3,1,Semi-Furnished,2,No,Yes
9767284,Nashik,1498,25,4,3,Semi-Furnished,1,No,No
5450845,Nagpur,930,22,3,2,Unfurnished,2,Yes,No
10038727,Solapur,2591,34,1,1,Fully Furnished,0,No,Yes
6563596,Nagpur,1372,31,3,1,Unfurnished,1,No,No
6827009,Solapur,1653,27,4,2,Semi-Furnished,0,No,No
17003059,Nashik,2552,9,1,1,Unfurnished,2,No,Yes
5991115,Solapur,1242,11,2,2,Unfurnished,0,No,Yes
13119286,Aurangabad,2911,10,3,2,Unfurnished,0,Yes,No
14417952,Nagpur,2467,33,3,2,Semi-Furnished,0,Yes,No
13779541,Kolhapur,2249,17,4,2,Semi-Furnished,1,Yes,Yes
10545707,Nagpur,1559,2,3,3,Unfurnished,2,Yes,No
5855092,Solapur,1253,13,1,1,Semi-Furnished,2,No,No
14703486,Nagpur,2415,10,3,3,Unfurnished,2,Yes,No
7188967,Kolhapur,1269,26,3,2,Unfurnished,0,Yes,Yes
8404097,Nagpur,1499,25,1,1,Unfurnished,1,Yes,Yes
1940840,Kolhapur,505,27,1,3,Semi-Furnished,1,No,No
3039771,Kolhapur,644,21,2,2,Semi-Furnished,0,No,No
13617125,Nagpur,2136,19,1,2,Semi-Furnished,2,Yes,Yes
34793658,Thane,1869,15,1,2,Fully Furnished,1,No,No
9341056,Solapur,1647,11,3,3,Semi-Furnished,1,Yes,No
13891079,Nagpur,2510,32,2,3,Unfurnished,1,Yes,No
10387987,Aurangabad,1950,27,2,3,Semi-Furnished,1,Yes,No
55451091,Mumbai,1886,10,3,3,Semi-Furnished,0,Yes,Yes
59829384,Mumbai,2125,23,1,2,Unfurnished,0,Yes,Yes
10694970,Thane,432,8,4,1,Fully Furnished,1,Yes,No
18955737,Pune,1556,24,3,1,Fully Furnished,1,Yes,Yes
9540498,Nashik,1525,17,2,2,Unfurnished,2,No,Yes
10446518,Pune,737,0,3,2,Fully Furnished,2,No,No
4373011,Nagpur,532,28,3,3,Fully Furnished,2,No,Yes
8839688,Solapur,1906,11,3,1,Fully Furnished,1,No,No
44051245,Thane,2569,25,1,3,Unfurnished,1,No,No
14852502,Aurangabad,2726,15,3,1,Fully Furnished,0,Yes,Yes
9662687,Aurangabad,1614,12,3,1,Semi-Furnished,2,No,Yes
7388314,Aurangabad,1020,3,3,3,Fully Furnished,0,Yes,Yes
14751523,Nagpur,2445,10,1,1,Semi-Furnished,1,No,Yes
4257630,Aurangabad,801,19,2,1,Unfurnished,0,Yes,Yes
8825977,Kolhapur,1743,24,1,2,Semi-Furnished,2,No,No
53900231,Mumbai,1775,0,1,2,Fully Furnished,0,Yes,No
4945078,Nagpur,788,18,1,3,Unfurnished,2,No,Yes
7561235,Nashik,920,15,2,2,Fully Furnished,0,Yes,Yes
8450584,Solapur,2121,25,1,3,Semi-Furnished,2,Yes,No
10558730,Nashik,1595,28,4,2,Fully Furnished,2,No,Yes
7077936,Solapur,1706,22,2,3,Unfurnished,0,No,No
25228877,Thane,1387,28,3,2,Unfurnished,0,No,Yes
22138140,Pune,1615,12,4,3,Unfurnished,1,No,Yes
9318406,Aurangabad,1803,23,3,1,Semi-Furnished,2,Yes,Yes
16757420,Nagpur,2858,27,4,1,Fully Furnished,0,No,No
47435815,Mumbai,1774,28,4,2,Fully Furnished,1,No,Yes
12282969,Thane,603,9,1,2,Semi-Furnished,1,Yes,No
10477090,Kolhapur,1699,6,3,3,Fully Furnished,1,Yes,No
6803374,Nagpur,652,2,3,2,Fully Furnished,1,Yes,Yes
4058558,Solapur,698,11,3,1,Semi-Furnished,2,No,No
2891032,Solapur,491,21,3,3,Semi-Furnished,2,No,No
4199224,Nagpur,841,32,2,2,Fully Furnished,1,No,No
13389954,Kolhapur,2913,25,3,2,Semi-Furnished,1,No,No
8463386,Thane,429,31,3,3,Semi-Furnished,1,No,Yes
13789112,Nagpur,2200,8,3,3,Unfurnished,0,No,Yes
19766035,Thane,1097,32,3,3,Fully Furnished,0,Yes,Yes
11607623,Nagpur,1903,14,1,3,Unfurnished,1,No,Yes
24681328,Mumbai,909,32,1,1,Semi-Furnished,2,No,Yes
10844583,Thane,506,5,2,3,Semi-Furnished,0,Yes,No
4570096,Kolhapur,867,25,2,2,Unfurnished,1,No,Yes
11857552,Nashik,1496,5,4,3,Semi-Furnished,1,No,Yes
8466141,Nashik,1259,12,2,1,Semi-Furnished,2,Yes,No
27519205,Pune,2154,23,2,3,Fully Furnished,1,No,No
7143274,Kolhapur,1579,28,2,2,Unfurnished,0,Yes,No
7636964,Solapur,1390,1,3,3,Fully Furnished,0,Yes,Yes
15939180,Kolhapur,2880,7,2,2,Fully Furnished,2,No,Yes
13184374,Thane,656,2,1,3,Fully Furnished,2,No,No
37933377,Thane,2131,14,1,1,Unfurnished,1,No,No
4310510,Solapur,758,13,2,2,Fully Furnished,0,Yes,No
47917091,Mumbai,1762,30,2,1,Unfurnished,2,Yes,No
16047455,Pune,1142,22,4,2,Semi-Furnished,0,Yes,Yes
8190868,Pune,695,26,2,2,Unfurnished,2,No,No
7540771,Kolhapur,1436,25,3,1,Semi-Furnished,1,Yes,Yes
29953961,Thane,1644,3,1,2,Unfurnished,0,No,No
49882954,Thane,2655,9,1,1,Semi-Furnished,0,No,Yes
88014976,Mumbai,2990,2,4,1,Fully Furnished,1,Yes,Yes
17577879,Pune,1310,6,2,2,Unfurnished,1,Yes,No
9603509,Solapur,2090,29,1,2,Unfurnished,2,Yes,No
9354532,Kolhapur,1488,0,4,1,Fully Furnished,2,Yes,Yes
13458631,Kolhapur,2753,10,2,2,Unfurnished,1,Yes,Yes
10519507,Kolhapur,1991,20,3,2,Fully Furnished,0,Yes,Yes
4333867,Aurangabad,538,0,3,2,Semi-Furnished,1,Yes,No
7061388,Aurangabad,1381,26,1,3,Semi-Furnished,1,Yes,Yes
15179335,Nagpur,2435,4,2,3,Semi-Furnished,1,Yes,No
7187860,Aurangabad,1366,16,2,2,Unfurnished,1,No,No
70518059,Mumbai,2507,0,1,1,Fully Furnished,2,No,Yes
10002114,Pune,860,29,3,1,Semi-Furnished,0,No,No
9436956,Kolhapur,1471,0,4,1,Semi-Furnished,0,Yes,Yes
9605236,Pune,656,2,4,2,Unfurnished,0,No,No
24543865,Pune,2082,28,4,3,Unfurnished,1,No,Yes
29428756,Pune,2379,16,2,1,Semi-Furnished,0,Yes,No
9167621,Aurangabad,1243,2,4,2,Semi-Furnished,2,No,Yes
1738164,Solapur,445,32,2,3,Semi-Furnished,2,No,No
4088909,Nagpur,646,23,4,2,Unfurnished,0,Yes,No
20962094,Thane,1137,21,1,1,Fully Furnished,0,No,Yes
11726015,Nashik,1805,14,1,1,Unfurnished,1,Yes,Yes
31491040,Pune,2508,26,2,3,Unfurnished,1,No,Yes
29952018,Pune,2479,34,4,1,Fully Furnished,0,Yes,No
11837352,Aurangabad,2245,16,3,3,Fully Furnished,0,Yes,No
11547858,Aurangabad,2296,26,2,2,Fully Furnished,0,No,No
2622469,Kolhapur,480,21,1,2,Semi-Furnished,2,Yes,No
15233247,Nagpur,2510,1,4,1,Semi-Furnished,0,No,Yes
26531386,Pune,2072,15,1,3,Semi-Furnished,2,No,Yes
7826979,Kolhapur,1425,12,2,3,Fully Furnished,0,Yes,No
9556718,Nashik,1411,6,1,3,Fully Furnished,0,Yes,No
16646396,Nashik,2428,17,2,2,Unfurnished,0,Yes,Yes
10852060,Kolhapur,1966,15,1,2,Fully Furnished,2,No,Yes
11437120,Nashik,1840,30,2,3,Fully Furnished,0,Yes,No
12402552,Kolhapur,2372,16,3,3,Fully Furnished,2,No,Yes
14862180,Nagpur,2581,8,3,1,Semi-Furnished,1,No,Yes
6892611,Nagpur,965,4,2,2,Unfurnished,2,Yes,No
36809832,Mumbai,1395,23,3,3,Fully Furnished,2,Yes,Yes
12542232,Kolhapur,2704,20,1,3,Semi-Furnished,1,No,No
19052481,Pune,1594,31,4,3,Fully Furnished,1,Yes,No
27970881,Pune,1929,3,4,1,Semi-Furnished,2,Yes,No
12183629,Aurangabad,2386,22,2,3,Semi-Furnished,1,Yes,No
33374506,Pune,2633,0,3,3,Fully Furnished,2,Yes,No
34129724,Pune,2914,32,1,1,Unfurnished,0,No,Yes
12693223,Kolhapur,2688,26,2,2,Semi-Furnished,0,No,No
12331752,Solapur,2623,20,3,3,Semi-Furnished,0,Yes,No
11527584,Nashik,2158,34,1,2,Fully Furnished,1,No,No
6090553,Nashik,999,28,3,1,Unfurnished,2,Yes,No
13702347,Kolhapur,2781,13,1,1,Fully Furnished,0,No,No
5282959,Aurangabad,732,11,2,1,Semi-Furnished,2,Yes,Yes
82026579,Mumbai,2772,15,2,3,Unfurnished,2,Yes,No
7904333,Nagpur,1384,32,4,2,Unfurnished,0,Yes,Yes
12467269,Aurangabad,2305,27,4,2,Semi-Furnished,2,Yes,No
4839354,Aurangabad,998,32,1,1,Semi-Furnished,1,Yes,Yes
8919167,Thane,466,23,1,3,Semi-Furnished,2,No,Yes
4018244,Kolhapur,869,22,1,1,Semi-Furnished,1,No,Yes
49638549,Thane,2756,4,3,1,Semi-Furnished,0,Yes,Yes
15569236,Nashik,2411,3,1,3,Unfurnished,1,Yes,Yes
7364442,Nagpur,1462,32,2,2,Unfurnished,0,No,No
43460215,Thane,2647,25,4,1,Semi-Furnished,2,No,Yes
8750867,Thane,411,8,1,2,Fully Furnished,2,Yes,No
8270265,Solapur,1641,15,1,2,Fully Furnished,1,No,Yes
49072955,Thane,2928,12,2,1,Unfurnished,1,Yes,No
6766921,Aurangabad,1110,20,4,3,Unfurnished,2,Yes,No
24134649,Mumbai,816,19,4,1,Semi-Furnished,1,Yes,No
10439856,Nagpur,1944,32,1,1,Fully Furnished,1,Yes,Yes
38253822,Pune,2937,16,1,2,Unfurnished,0,Yes,Yes
54664103,Thane,2933,19,4,2,Semi-Furnished,2,Yes,No
10128514,Pune,839,30,4,1,Semi-Furnished,0,Yes,Yes
17429074,Nashik,2940,26,1,1,Fully Furnished,0,No,No
40119192,Thane,2415,34,4,2,Unfurnished,0,Yes,No
8115889,Solapur,1454,11,3,1,Fully Furnished,2,No,Yes
5354952,Kolhapur,944,3,2,2,Semi-Furnished,2,No,No
15120945,Aurangabad,2874,32,4,3,Unfurnished,2,No,Yes
7443701,Nagpur,1431,32,4,2,Unfurnished,0,Yes,No
4803019,Nagpur,603,4,2,1,Fully Furnished,2,No,No
29524916,Thane,1559,24,3,2,Fully Furnished,1,Yes,Yes
11312205,Nagpur,1748,17,3,3,Semi-Furnished,1,Yes,No
8503485,Kolhapur,1569,15,1,1,Fully Furnished,2,No,Yes
27816969,Pune,2271,6,3,2,Fully Furnished,1,Yes,No
34181062,Pune,2792,21,4,2,Fully Furnished,2,No,Yes
87131167,Mumbai,2988,26,4,1,Fully Furnished,0,Yes,Yes
10840146,Thane,667,34,1,3,Semi-Furnished,0,Yes,No
4577846,Aurangabad,776,8,2,2,Unfurnished,0,No,Yes
8689407,Kolhapur,2035,33,1,1,Unfurnished,1,Yes,No
32207345,Pune,2514,2,1,2,Fully Furnished,2,Yes,No
41492041,Mumbai,1561,15,1,1,Fully Furnished,0,No,No
9662693,Aurangabad,2033,21,3,1,Unfurnished,0,No,Yes
10785462,Solapur,2371,21,2,2,Semi-Furnished,2,No,Yes
12217173,Solapur,2268,0,4,3,Semi-Furnished,0,Yes,Yes
46369742,Thane,2542,6,1,1,Semi-Furnished,2,No,No
74652455,Mumbai,2516,8,1,2,Unfurnished,1,Yes,Yes
4820381,Nagpur,665,14,4,1,Semi-Furnished,0,Yes,Yes
26863514,Thane,1404,7,3,2,Unfurnished,2,Yes,No
5069505,Nagpur,814,4,1,1,Semi-Furnished,0,No,No
8714593,Aurangabad,1168,2,3,3,Fully Furnished,2,No,No
14378054,Kolhapur,2642,17,1,2,Semi-Furnished,2,No,No
6076226,Nashik,826,0,1,2,Semi-Furnished,0,No,No
13476564,Mumbai,542,25,1,1,Unfurnished,0,No,Yes
13206800,Aurangabad,2531,4,1,1,Semi-Furnished,0,No,No
14207661,Kolhapur,2551,18,4,3,Fully Furnished,2,Yes,Yes
10910679,Kolhapur,1989,18,4,2,Fully Furnished,2,Yes,Yes
12578615,Pune,1023,22,3,1,Semi-Furnished,2,Yes,No
44793383,Mumbai,1493,12,2,2,Unfurnished,2,Yes,Yes
10184905,Nagpur,1445,1,4,1,Semi-Furnished,1,No,Yes
8357037,Solapur,1471,16,3,3,Unfurnished,2,Yes,Yes
11198447,Kolhapur,2259,25,3,1,Semi-Furnished,1,No,Yes
18766307,Nashik,2783,20,3,2,Fully Furnished,1,Yes,Yes
10804539,Kolhapur,2205,25,4,1,Semi-Furnished,2,Yes,No
19210750,Mumbai,578,1,4,2,Unfurnished,0,Yes,No
7343513,Solapur,1678,32,4,2,Fully Furnished,1,No,No
9129731,Kolhapur,1740,24,2,2,Unfurnished,0,Yes,Yes
7115839,Kolhapur,991,6,3,1,Semi-Furnished,0,Yes,Yes
17136333,Thane,833,12,4,2,Fully Furnished,2,Yes,Yes
7604327,Aurangabad,1445,4,1,1,Fully Furnished,1,Yes,No
38939339,Thane,2098,18,3,2,Fully Furnished,0,No,Yes
28883347,Thane,1564,5,2,2,Unfurnished,0,No,No
7115356,Aurangabad,1227,22,3,3,Unfurnished,2,No,Yes
5077094,Kolhapur,932,18,1,3,Fully Furnished,0,No,No
5114951,Solapur,843,2,1,2,Fully Furnished,2,Yes,No
19257438,Pune,1567,12,3,1,Semi-Furnished,2,Yes,No
52707827,Thane,2772,27,1,3,Unfurnished,1,Yes,No
6268764,Kolhapur,1142,17,1,3,Fully Furnished,0,No,Yes
5273132,Nagpur,616,1,4,3,Unfurnished,0,Yes,No
9634286,Kolhapur,1614,16,4,2,Semi-Furnished,1,Yes,Yes
11204602,Nashik,2102,34,3,2,Unfurnished,1,No,Yes
3643500,Nagpur,559,30,4,2,Fully Furnished,1,Yes,No
10682345,Aurangabad,1589,0,1,3,Semi-Furnished,2,No,Yes
7850480,Solapur,1824,34,2,2,Unfurnished,1,Yes,Yes
25520758,Pune,1948,1,3,3,Fully Furnished,2,No,Yes
9196989,Pune,790,29,1,1,Fully Furnished,1,No,No
9299791,Pune,632,18,3,3,Fully Furnished,2,Yes,No
7519200,Kolhapur,1655,30,1,3,Unfurnished,1,Yes,Yes
11260113,Solapur,2119,5,4,1,Fully Furnished,1,No,Yes
4593601,Kolhapur,534,6,2,3,Fully Furnished,0,Yes,Yes
6096720,Aurangabad,1312,28,2,3,Unfurnished,1,Yes,No
44445889,Thane,2440,25,4,2,Fully Furnished,2,Yes,No
10607861,Nashik,1897,30,1,3,Unfurnished,0,No,Yes
17145528,Nashik,2548,26,4,2,Semi-Furnished,2,Yes,Yes
15727220,Mumbai,562,34,4,1,Unfurnished,2,Yes,No
10811721,Solapur,2334,32,1,3,Unfurnished,2,Yes,Yes
12582575,Nashik,1762,12,3,3,Semi-Furnished,2,No,Yes
6344529,Nashik,702,10,4,3,Semi-Furnished,2,No,Yes
12397024,Nagpur,1950,0,1,3,Unfurnished,0,Yes,No
11752624,Nagpur,2278,28,1,3,Fully Furnished,1,No,No
9978275,Aurangabad,1904,31,3,3,Unfurnished,1,Yes,No
10588311,Aurangabad,2090,32,1,3,Fully Furnished,1,Yes,Yes
13040157,Kolhapur,2803,14,1,3,Unfurnished,1,No,No
14130336,Kolhapur,2652,5,1,1,Fully Furnished,2,No,Yes
11983031,Pune,863,9,4,3,Fully Furnished,1,Yes,No
5087787,Nagpur,557,9,4,2,Semi-Furnished,2,No,Yes
34227975,Thane,1826,18,1,2,Semi-Furnished,2,Yes,Yes
4470687,Solapur,949,15,3,2,Unfurnished,1,No,No
3009950,Kolhapur,494,29,4,3,Unfurnished,2,Yes,No
16946233,Pune,1235,4,4,1,Fully Furnished,2,No,Yes
5739303,Nashik,909,25,2,1,Fully Furnished,2,No,Yes
8483940,Solapur,1545,8,3,3,Fully Furnished,0,Yes,No
3282683,Solapur,696,14,2,1,Unfurnished,1,Yes,No
15999435,Nashik,2538,12,3,2,Unfurnished,2,Yes,No
11910428,Aurangabad,2098,7,1,2,Fully Furnished,0,No,Yes
6616161,Solapur,1060,1,4,3,Fully Furnished,1,No,No
13303440,Solapur,2641,15,2,3,Semi-Furnished,2,Yes,Yes
32281735,Pune,2659,17,1,2,Semi-Furnished,1,No,Yes
9342016,Kolhapur,2074,25,1,1,Unfurnished,0,Yes,Yes
3619234,Aurangabad,675,23,1,2,Semi-Furnished,2,Yes,No
22715107,Thane,1322,13,2,1,Unfurnished,0,No,Yes
19769101,Pune,1413,7,4,3,Semi-Furnished,1,No,Yes
17990003,Nagpur,2990,20,2,2,Fully Furnished,1,No,No
11790465,Aurangabad,2595,33,2,1,Unfurnished,0,No,No
15647557,Mumbai,460,5,1,3,Fully Furnished,2,Yes,No
